"","S","E","Ia","Is","R","ReD","V"
"0",99,0,0,1,0,0,0
"0.1",98.9598149863952,0,0,1.03003520791145,0.010149805693368,0,0
"0.2",98.9184402209206,0,0,1.06095535404753,0.0206044250318806,0,0
"0.3",98.8758443265078,0,0,1.0927835301775,0.0313721433147551,0,0
"0.4",98.8319893260678,0,0,1.12554766925053,0.0424630046817295,0,0
"0.5",98.786840128532,0,0,1.15927356175846,0.0538863097095482,0,0
"0.6",98.7403600703276,0,0,1.19398813542983,0.0656517942425947,0,0
"0.7",98.6925115306497,0,0,1.22971900229362,0.0777694670566905,0,0
"0.8",98.6432558005467,0,0,1.26649454924973,0.0902496502035662,0,0
"0.9",98.5925532410028,0,0,1.30434382391493,0.103102935082263,0,0
"1",98.5403632093555,0,0,1.34329658548746,0.116340205157093,0,0
"1.1",98.4866440264842,0,0,1.38338332648775,0.129972647028028,0,0
"1.2",98.4313529642768,0,0,1.42463527990808,0.144011755815115,0,0
"1.3",98.3744462253707,0,0,1.46708443152988,0.158469343099441,0,0
"1.4",98.3158789252065,0,0,1.51076353070003,0.173357544093442,0,0
"1.5",98.2556050735831,0,0,1.55570610122981,0.188688825187138,0,0
"1.6",98.1935775554497,0,0,1.60194645258112,0.204475991969238,0,0
"1.7",98.129748112602,0,0,1.64951969029044,0.220732197107608,0,0
"1.8",98.0640673256384,0,0,1.6984617260134,0.237470948348213,0,0
"1.9",97.9964845962356,0,0,1.74880928713991,0.254706116624483,0,0
"2",97.9269481298301,0,0,1.80059992590931,0.272451944260609,0,0
"2.1",97.8554049187635,0,0,1.85387202797322,0.290723053263345,0,0
"2.2",97.7818007259533,0,0,1.90866482035027,0.309534453696437,0,0
"2.3",97.7060800691542,0,0,1.96501837871451,0.328901552131313,0,0
"2.4",97.6281862058774,0,0,2.0229736339556,0.348840160167072,0,0
"2.5",97.5480611190417,0,0,2.08257237794616,0.369366503012165,0,0
"2.6",97.4656455034324,0,0,2.14385726844815,0.390497228119507,0,0
"2.7",97.3808787530473,0,0,2.20687183308669,0.412249413866042,0,0
"2.8",97.2936989494163,0,0,2.27166047231661,0.43464057826708,0,0
"2.9",97.2040428509819,0,0,2.33826846130316,0.457688687714939,0,0
"3",97.1118458836344,0,0,2.40674195063498,0.481412165730622,0,0
"3.1",97.0170421324999,0,0,2.47712796578366,0.505829901716425,0,0
"3.2",96.9195643350829,0,0,2.54947440522059,0.530961259696512,0,0
"3.3",96.8193438758702,0,0,2.62383003709829,0.556826087031558,0,0
"3.4",96.7163107825082,0,0,2.70024449439922,0.583444723092616,0,0
"3.5",96.6103937236697,0,0,2.77876826845194,0.610838007878404,0,0
"3.6",96.5015200086958,0,0,2.85945270074346,0.639027290560764,0,0
"3.7",96.3896155892942,0,0,2.94234997277209,0.668034437933742,0,0
"3.8",96.2746050631744,0,0,3.02751309406873,0.697881842756927,0,0
"3.9",96.1564116799016,0,0,3.11499588812978,0.728592431968688,0,0
"4",96.0349573491341,0,0,3.20485297612049,0.760189674745405,0,0
"4.1",95.9101626513441,0,0,3.29713975826923,0.792697590386698,0,0
"4.2",95.7819468511559,0,0,3.39191239284096,0.826140756003194,0,0
"4.3",95.6502279134745,0,0,3.48922777254408,0.860544313981502,0,0
"4.4",95.5149225225668,0,0,3.58914349823465,0.895933979198592,0,0
"4.5",95.3759461042403,0,0,3.69171784979899,0.93233604596072,0,0
"4.6",95.233212851297,0,0,3.79700975406729,0.969777394635708,0,0
"4.7",95.0866357524245,0,0,3.90507874962619,1.0082854979493,0,0
"4.8",94.9361266247003,0,0,4.01598494838666,1.0478884269131,0,0
"4.9",94.7815961498785,0,0,4.12978899376986,1.08861485635167,0,0
"5",94.6229539146375,0,0,4.24655201536856,1.1304940699939,0,0
"5.1",94.4601084549651,0,0,4.3663355799421,1.17355596509283,0,0
"5.2",94.2929673048599,0,0,4.48920163860352,1.21783105653655,0,0
"5.3",94.1214370495306,0,0,4.61521247005828,1.26335048041116,0,0
"5.4",93.9454233832685,0,0,4.74443061975542,1.31014599697602,0,0
"5.5",93.764831172176,0,0,4.87691883481461,1.35824999300936,0,0
"5.6",93.5795645219233,0,0,5.01273999459516,1.40769548348148,0,0
"5.7",93.3895268507113,0,0,5.1519570367773,1.45851611251142,0,0
"5.8",93.194620967608,0,0,5.29463287883061,1.51074615356133,0,0
"5.9",92.9947491564273,0,0,5.44083033475059,1.56442050882211,0,0
"6",92.7898132653071,0,0,5.59061202695068,1.61957470774215,0,0
"6.1",92.579714802144,0,0,5.74404029320557,1.67624490465041,0,0
"6.2",92.364355036026,0,0,5.90117708855017,1.7344678754238,0,0
"6.3",92.1436351048028,0,0,6.06208388204933,1.79428101314789,0,0
"6.4",91.9174561289157,0,0,6.22682154836485,1.85572232271943,0,0
"6.5",91.6857193316024,0,0,6.39545025405934,1.91883041433826,0,0
"6.6",91.4483261655735,0,0,6.56802933859077,1.98364449583571,0,0
"6.7",91.2051784462461,0,0,6.7446171899676,2.05020436378628,0,0
"6.8",90.9561784915993,0,0,6.92527111505154,2.11855039334915,0,0
"6.9",90.7012292687001,0,0,7.11004720451402,2.1887235267859,0,0
"7",90.4402345469259,0,0,7.29900019247279,2.26076526060126,0,0
"7.1",90.1730990578888,0,0,7.49218331085748,2.33471763125372,0,0
"7.2",89.8997286620398,0,0,7.68964813857633,2.41062319938381,0,0
"7.3",89.6200305219097,0,0,7.8914444455819,2.48852503250837,0,0
"7.4",89.3339132819088,0,0,8.09762003196059,2.56846668613061,0,0
"7.5",89.041287254584,0,0,8.30822056219929,2.65049218321665,0,0
"7.6",88.7420646131956,0,0,8.52328939481287,2.73464599199147,0,0
"7.7",88.4361595904431,0,0,8.74286740754799,2.82097300200884,0,0
"7.8",88.1234886831363,0,0,8.9669928184116,2.90951849845205,0,0
"7.9",87.8039708625667,0,0,9.19570100280785,3.00032813462543,0,0
"8",87.4775277902988,0,0,9.42902430710228,3.09344790259887,0,0
"8.1",87.1440840390582,0,0,9.66699185896994,3.18892410197178,0,0
"8.2",86.8035673183522,0,0,9.90962937492184,3.28680330672595,0,0
"8.3",86.4559087044151,0,0,10.1569589654434,3.3871323301414,0,0
"8.4",86.1010428740281,0,0,10.4089989382182,3.48995818775365,0,0
"8.5",85.7389083417137,0,0,10.6657635999505,3.59532805833574,0,0
"8.6",85.3694476997651,0,0,10.927263057341,3.70328924289379,0,0
"8.7",84.9926078605195,0,0,11.1935030178099,3.81388912167054,0,0
"8.8",84.6083403002409,0,0,11.4644845906016,3.92717510915746,0,0
"8.9",84.2166013039304,0,0,11.7402040889469,4.04319460712262,0,0
"9",83.8173522103374,0,0,12.020652833994,4.16199495566846,0,0
"9.1",83.4105596563993,0,0,12.3058169612598,4.28362338234078,0,0
"9.2",82.9961958202942,0,0,12.5956772303877,4.40812694931811,0,0
"9.3",82.5742386622495,0,0,12.8902088390318,4.53555249871864,0,0
"9.4",82.1446721622097,0,0,13.1893812417201,4.66594659607011,0,0
"9.5",81.707486553427,0,0,13.4931579745761,4.79935547199689,0,0
"9.6",81.2626785510078,0,0,13.8014964868048,4.93582496218739,0,0
"9.7",80.810251574414,0,0,14.1143479798721,5.07540044571389,0,0
"9.8",80.3502159628919,0,0,14.4316572553213,5.21812678178674,0,0
"9.9",79.8825891827791,0,0,14.7533625721872,5.36404824503369,0,0
"10",79.4073960256205,0,0,15.0793955149738,5.5132084594056,0,0
"10.1",78.9246687960138,0,0,15.4096808731675,5.66565033081859,0,0
"10.2",78.4344474880943,0,0,15.7441365332525,5.82141597865317,0,0
"10.3",77.9367799495711,0,0,16.0826733841888,5.98054666623997,0,0
"10.4",77.4317220322309,0,0,16.4251952372975,6.14308273047155,0,0
"10.5",76.9193377278354,0,0,16.7715987614756,6.30906351068892,0,0
"10.6",76.3996992883616,0,0,17.1217734346377,6.47852727700061,0,0
"10.7",75.872887329558,0,0,17.475601512241,6.65151115820092,0,0
"10.8",75.3389909168245,0,0,17.8329580137132,6.82805106946221,0,0
"10.9",74.7981076324662,0,0,18.1937107275495,7.00818163998422,0,0
"11",74.2503436234206,0,0,18.5577202357886,7.19193614079074,0,0
"11.1",73.6958136286159,0,0,18.9248399585135,7.37934641287057,0,0
"11.2",73.1346409851827,0,0,19.2949162189512,7.57044279586609,0,0
"11.3",72.5669576128155,0,0,19.6677883296665,7.76525405751792,0,0
"11.4",71.9929039756604,0,0,20.0432887002609,7.96380732407867,0,0
"11.5",71.4126290211925,0,0,20.4212429668947,8.16612801191272,0,0
"11.6",70.8262900956443,0,0,20.8014701438546,8.37223976050112,0,0
"11.7",70.2340528356414,0,0,21.1837827972855,8.58216436707306,0,0
"11.8",69.6360910358166,0,0,21.5679872410978,8.79592172308553,0,0
"11.9",69.0325864922764,0,0,21.953883754951,9.01352975277256,0,0
"12",68.423728821919,0,0,22.3412668240971,9.23500435398386,0,0
"12.1",67.8097152577164,0,0,22.7299254007537,9.46035934152979,0,0
"12.2",67.1907504202,0,0,23.119643186554,9.68960639324597,0,0
"12.3",66.5670460655118,0,0,23.5101989355028,9.92275499898536,0,0
"12.4",65.9388208105123,0,0,23.901366776748,10.1598124127397,0,0
"12.5",65.3062998355575,0,0,24.2929165563583,10.4007836080841,0,0
"12.6",64.669714565687,0,0,24.6846141971814,10.6456712371316,0,0
"12.7",64.0293023310859,0,0,25.0762220757435,10.8944755931706,0,0
"12.8",63.3853060078019,0,0,25.4674994150441,11.1471945771539,0,0
"12.9",62.7379736398183,0,0,25.8582026919931,11.4038236681885,0,0
"13",62.0875580436894,0,0,26.2480860581427,11.6643558981679,0,0
"13.1",61.4343163970529,0,0,26.6369017722748,11.9287818306722,0,0
"13.2",60.7785098124294,0,0,27.0244006433235,12.1970895442471,0,0
"13.3",60.1204028978074,0,0,27.4103324820354,12.4692646201572,0,0
"13.4",59.4602633055944,0,0,27.7944465597132,12.7452901346924,0,0
"13.5",58.7983612715835,0,0,28.1764920723259,13.0251466560906,0,0
"13.6",58.1349691456454,0,0,28.5562186082342,13.3088122461204,0,0
"13.7",57.4703609159061,0,0,28.9333766177416,13.5962624663522,0,0
"13.8",56.8048117282073,0,0,29.3077178826664,13.8874703891263,0,0
"13.9",56.1385974026727,0,0,29.6789959841186,14.1824066132087,0,0
"14",55.4719939492194,0,0,30.0469667666713,14.4810392841093,0,0
"14.1",54.8052770838534,0,0,30.4113887971312,14.7833341190153,0,0
"14.2",54.1387217475808,0,0,30.7720238161411,15.0892544362781,0,0
"14.3",53.4726016297415,0,0,31.128637180885,15.3987611893735,0,0
"14.4",52.8071886975428,0,0,31.4809982972198,15.7118130052373,0,0
"14.5",52.1427527335213,0,0,31.8288810396161,16.0283662268625,0,0
"14.6",51.4795608826087,0,0,32.1720641573628,16.3483749600285,0,0
"14.7",50.8178772104094,0,0,32.5103316655731,16.6717911240174,0,0
"14.8",50.1579622742245,0,0,32.8434732196162,16.9985645061592,0,0
"14.9",49.500072708268,0,0,33.1712844716997,17.3286428200322,0,0
"15",48.844460824434,0,0,33.4935674084302,17.6619717671357,0,0
"15.1",48.1913742298691,0,0,33.8101306682922,17.9984951018387,0,0
"15.2",47.5410554625016,0,0,34.1207898381001,18.3381546993983,0,0
"15.3",46.8937416455659,0,0,34.4253677275988,18.6808906268353,0,0
"15.4",46.249664162047,0,0,34.723694621511,19.0266412164419,0,0
"15.5",45.6090483498486,0,0,35.015608508455,19.3753431416964,0,0
"15.6",44.9721132183716,0,0,35.3009552862805,19.7269314953479,0,0
"15.7",44.3390711870644,0,0,35.5795889434991,20.0813398694364,0,0
"15.8",43.7101278463863,0,0,35.8513717166077,20.4385004370059,0,0
"15.9",43.0854817415031,0,0,36.1161742232268,20.79834403527,0,0
"16",42.4653241789162,0,0,36.3738755710956,21.1608002499882,0,0
"16.1",41.8498390561073,0,0,36.6243634430803,21.5257975008124,0,0
"16.2",41.2392027141702,0,0,36.8675341584659,21.8932631273638,0,0
"16.3",40.6335838132879,0,0,37.1032927109058,22.2631234758062,0,0
"16.4",40.0331432308171,0,0,37.3315527834997,22.6353039856831,0,0
"16.5",39.4380339816314,0,0,37.5522367415728,23.0097292767958,0,0
"16.6",38.8484011602918,0,0,37.7652756038081,23.3863232359,0,0
"16.7",38.2643819045198,0,0,37.9706089924745,23.7650091030057,0,0
"16.8",37.6861053793738,0,0,38.1681850635462,24.14570955708,0,0
"16.9",37.113692781456,0,0,38.3579604175894,24.5283468009546,0,0
"17",36.5472573624063,0,0,38.539899992344,24.9128426452496,0,0
"17.1",35.986904470889,0,0,38.7139769379751,25.2991185911358,0,0
"17.2",35.4327316122226,0,0,38.8801724760111,25.6870959117663,0,0
"17.3",34.884828524761,0,0,39.0384757430179,26.076695732221,0,0
"17.4",34.3432772721012,0,0,39.1888836200827,26.467839107816,0,0
"17.5",33.8081523501583,0,0,39.3314005492009,26.8604471006407,0,0
"17.6",33.2795208081334,0,0,39.4660383376676,27.254440854199,0,0
"17.7",32.7574423823936,0,0,39.5928159515672,27.6497416660391,0,0
"17.8",32.2419696422029,0,0,39.7117592995324,28.0462710582647,0,0
"17.9",31.7331481464085,0,0,39.8229010077468,28.4439508458447,0,0
"18",31.23101660999,0,0,39.9262801873786,28.8427032026314,0,0
"18.1",30.7356070795302,0,0,40.0219421954491,29.2424507250206,0,0
"18.2",30.2469451165934,0,0,40.1099383902161,29.6431164931904,0,0
"18.3",29.7650499880813,0,0,40.1903258820477,30.044624129871,0,0
"18.4",29.2899348626219,0,0,40.2631672807729,30.4468978566052,0,0
"18.5",28.8216070120793,0,0,40.3285304404516,30.849862547469,0,0
"18.6",28.3600680173038,0,0,40.3864882024661,31.25344378023,0,0
"18.7",27.9053139772741,0,0,40.4371181377932,31.6575678849327,0,0
"18.8",27.4573357208185,0,0,40.4805022892765,32.062161989905,0,0
"18.9",27.0161190201371,0,0,40.5167269146713,32.4671540651915,0,0
"19",26.5816448053871,0,0,40.545882231189,32.8724729634239,0,0
"19.1",26.1538893796319,0,0,40.5680621622215,33.2780484581466,0,0
"19.2",25.7328246334966,0,0,40.5833640868793,33.683811279624,0,0
"19.3",25.3184182589113,0,0,40.5918885929292,34.0896931481594,0,0
"19.4",24.9106339613707,0,0,40.5937392336673,34.495626804962,0,0
"19.5",24.5094316701695,0,0,40.5890222892252,34.9015460406052,0,0
"19.6",24.1147677461293,0,0,40.5778465327492,35.3073857211215,0,0
"19.7",23.726595186358,0,0,40.5603230018566,35.7130818117853,0,0
"19.8",23.3448638256356,0,0,40.5365647757259,36.1185713986385,0,0
"19.9",22.9695205340516,0,0,40.5066867581326,36.5237927078157,0,0
"20",22.6005094105611,0,0,40.470805466707,36.9286851227318,0,0
"20.1",22.2377719721615,0,0,40.4290388286453,37.3331891991932,0,0
"20.2",21.88124733843,0,0,40.3815059830703,37.7372466784996,0,0
"20.3",21.5308724111944,0,0,40.3283270902016,38.140800498604,0,0
"20.4",21.1865820491426,0,0,40.2696231474598,38.5437948033975,0,0
"20.5",20.8483092372091,0,0,40.2055158125991,38.9461749501917,0,0
"20.6",20.5159852506034,0,0,40.1361272339295,39.3478875154671,0,0
"20.7",20.1895398133768,0,0,40.0615798876639,39.7488802989592,0,0
"20.8",19.8689012514478,0,0,39.9819964223977,40.1491023261545,0,0
"20.9",19.5539966400304,0,0,39.897499510704,40.5485038492656,0,0
"21",19.2447519454365,0,0,39.8082117078042,40.9470363467592,0,0
"21.1",18.9410921612393,0,0,39.7142553172556,41.344652521505,0,0
"21.2",18.6429414388088,0,0,39.6157522635749,41.7413062976162,0,0
"21.3",18.3502232122472,0,0,39.512823971702,42.1369528160508,0,0
"21.4",18.0628603177662,0,0,39.4055912531922,42.5315484290416,0,0
"21.5",17.7807751075682,0,0,39.2941741990113,42.9250506934204,0,0
"21.6",17.5038895583016,0,0,39.1786920787948,43.3174183629035,0,0
"21.7",17.2321253741764,0,0,39.0592632464228,43.7086113794007,0,0
"21.8",16.9654040848356,0,0,38.9360050517526,44.0985908634117,0,0
"21.9",16.7036471380877,0,0,38.809033758343,44.4873191035692,0,0
"22",16.446775987614,0,0,38.6784644669967,44.8747595453893,0,0
"22.1",16.1947121757721,0,0,38.5444110449433,45.2608767792846,0,0
"22.2",15.9473774116224,0,0,38.4069860604797,45.6456365278978,0,0
"22.3",15.7046936443103,0,0,38.2663007228821,46.0290056328076,0,0
"22.4",15.4665831319412,0,0,38.1224648274001,46.4109520406586,0,0
"22.5",15.2329685060872,0,0,37.9755867051453,46.7914447887674,0,0
"22.6",15.0037728320695,0,0,37.8257731776806,47.1704539902498,0,0
"22.7",14.7789196651606,0,0,37.6731295161222,47.5479508187171,0,0
"22.8",14.5583331028508,0,0,37.5177594045635,47.9239074925856,0,0
"22.9",14.3419378333271,0,0,37.3597649076325,48.2982972590403,0,0
"23",14.1296591803085,0,0,37.1992464419964,48.6710943776951,0,0
"23.1",13.9214231443845,0,0,37.0363027516294,49.042274103986,0,0
"23.2",13.717156441001,0,0,36.871030886663,49.4118126723359,0,0
"23.3",13.516786535235,0,0,36.7035261856407,49.7796872791242,0,0
"23.4",13.3202416735014,0,0,36.5338822610021,50.1458760654964,0,0
"23.5",13.1274509123285,0,0,36.362190987629,50.5103581000425,0,0
"23.6",12.9383441443394,0,0,36.1885424942835,50.873113361377,0,0
"23.7",12.7528521215732,0,0,36.0130251577808,51.234122720646,0,0
"23.8",12.570906476275,0,0,35.8357255997356,51.5933679239893,0,0
"23.9",12.3924397392837,0,0,35.6567286857337,51.9508315749825,0,0
"24",12.2173853561397,0,0,35.4761175267782,52.306497117082,0,0
"24.1",12.0456777010346,0,0,35.2939734828699,52.6603488160955,0,0
"24.2",11.8772520887189,0,0,35.1103761685832,53.0123717426979,0,0
"24.3",11.712044784481,0,0,34.9254034605057,53.3625517550132,0,0
"24.4",11.5499930123073,0,0,34.7391315064138,53.7108754812789,0,0
"24.5",11.3910349613285,0,0,34.5516347360613,54.0573303026102,0,0
"24.6",11.2351097906553,0,0,34.362985873464,54.4019043358806,0,0
"24.7",11.0821576327005,0,0,34.1732559505679,54.7445864167315,0,0
"24.8",10.9321195950825,0,0,33.9825143221925,55.085366082725,0,0
"24.9",10.7849377612012,0,0,33.7908286821463,55.4242335566524,0,0
"25",10.6405551895731,0,0,33.5982650804173,55.7611797300096,0,0
"25.1",10.4989159120084,0,0,33.4048879413433,56.0961961466482,0,0
"25.2",10.3599649307117,0,0,33.2107600826741,56.4292749866141,0,0
"25.3",10.2236482143798,0,0,33.0159427354397,56.7604090501804,0,0
"25.4",10.0899126933727,0,0,32.8204955645449,57.0895917420824,0,0
"25.5",9.95870625402432,0,0,32.6244766900138,57.4168170559618,0,0
"25.6",9.82997773216134,0,0,32.4279427088114,57.7420795590272,0,0
"25.7",9.70367690589166,0,0,32.2309487171742,58.0653743769341,0,0
"25.8",9.57975448772311,0,0,32.033548333385,58.3866971788918,0,0
"25.9",9.45816211606912,0,0,31.8357937209322,58.7060441629986,0,0
"26",9.33885234619499,0,0,31.6377356119931,59.0234120418119,0,0
"26.1",9.22177864065626,0,0,31.439423331191,59.3387980281527,0,0
"26.2",9.10689535927716,0,0,31.2409048195721,59.6521998211507,0,0
"26.3",8.99415774871506,0,0,31.0422266587564,59.9636155925285,0,0
"26.4",8.88352193165407,0,0,30.8434340952168,60.273043973129,0,0
"26.5",8.77494489566845,0,0,30.6445710646458,60.5804840396857,0,0
"26.6",8.66838448179426,0,0,30.4456802163692,60.8859353018365,0,0
"26.7",8.56379937284539,0,0,30.2468029377717,61.1893976893828,0,0
"26.8",8.46114908150793,0,0,30.0479793787002,61.4908715397918,0,0
"26.9",8.36039393824473,0,0,29.8492484758124,61.7903575859429,0,0
"27",8.26149507904015,0,0,29.6506479768426,62.0878569441172,0,0
"27.1",8.16441443301303,0,0,29.4522144647575,62.3833711022294,0,0
"27.2",8.06911470992401,0,0,29.2539833817758,62.6769019083001,0,0
"27.3",7.97555938760181,0,0,29.0559890532303,62.9684515591678,0,0
"27.4",7.88371269931131,0,0,28.8582647112498,63.2580225894388,0,0
"27.5",7.79353962108471,0,0,28.6608425182429,63.5456178606724,0,0
"27.6",7.70500585903555,0,0,28.4637535901639,63.8312405508005,0,0
"27.7",7.61807783667418,0,0,28.2670280195474,64.1148941437784,0,0
"27.8",7.53272268224149,0,0,28.0706948982938,64.3965824194646,0,0
"27.9",7.44890821607686,0,0,27.8747823401955,64.6763094437276,0,0
"28",7.36660293803498,0,0,27.679317503189,64.954079558776,0,0
"28.1",7.28577601496476,0,0,27.4843266113253,65.2298973737099,0,0
"28.2",7.20639726826296,0,0,27.2898349764456,65.5037677552914,0,0
"28.3",7.12843716151376,0,0,27.0958670195574,65.7756958189288,0,0
"28.4",7.05186678822464,0,0,26.902446291901,66.0456869198743,0,0
"28.5",6.97665785966816,0,0,26.7095954957014,66.3137466446304,0,0
"28.6",6.9027826928382,0,0,26.5173365045999,66.5798808025618,0,0
"28.7",6.83021419852841,0,0,26.3256903837607,66.8440954177109,0,0
"28.8",6.75892586954012,0,0,26.1346774096482,67.1063967208116,0,0
"28.9",6.68889176902587,0,0,25.9443170894738,67.3667911415003,0,0
"29",6.62008651897429,0,0,25.7546281803066,67.625285300719,0,0
"29.1",6.55248528884146,0,0,25.5656287078505,67.881886003308,0,0
"29.2",6.48606378433305,0,0,25.3773359848821,68.1366002307849,0,0
"29.3",6.42079823634129,0,0,25.189766629353,68.3894351343057,0,0
"29.4",6.35666539004007,0,0,25.0029365821536,68.6403980278063,0,0
"29.5",6.29364249414104,0,0,24.8168611245402,68.8894963813188,0,0
"29.6",6.23170729031328,0,0,24.6315548952257,69.136737814461,0,0
"29.7",6.17083800276845,0,0,24.4470319071364,69.3821300900951,0,0
"29.8",6.11101332801309,0,0,24.2633055638346,69.6256811081522,0,0
"29.9",6.05221242476932,0,0,24.0803886756111,69.8673988996195,0,0
"30",5.994414904065,0,0,23.8982934752485,70.1072916206864,0,0
"30.1",5.93760081949369,0,0,23.7170316334591,70.3453675470472,0,0
"30.2",5.88175065764506,0,0,23.5366142739991,70.5816350683558,0,0
"30.3",5.82684532870551,0,0,23.3570519884634,70.8161026828311,0,0
"30.4",5.77286615722901,0,0,23.1783548507638,71.0487789920072,0,0
"30.5",5.71979487307765,0,0,23.0005324312941,71.2796726956282,0,0
"30.6",5.66761360253123,0,0,22.8235938107862,71.5087925866825,0,0
"30.7",5.61630485956513,0,0,22.6475475938609,71.736147546574,0,0
"30.8",5.56585153729539,0,0,22.4724019222771,71.9617465404275,0,0
"30.9",5.51623689958985,0,0,22.2981644878847,72.1855986125254,0,0
"31",5.46744457284407,0,0,22.1248425452842,72.4077128818717,0,0
"31.1",5.41945853792046,0,0,21.9524429241975,72.628098537882,0,0
"31.2",5.37226312224919,0,0,21.7809720415557,72.846764836195,0,0
"31.3",5.32584299208902,0,0,21.6104359133066,73.0637210946043,0,0
"31.4",5.28018314494644,0,0,21.4408401659474,73.2789766891061,0,0
"31.5",5.23526890215113,0,0,21.2721900477874,73.4925410500614,0,0
"31.6",5.19108590158575,0,0,21.104490439945,73.7044236584692,0,0
"31.7",5.14762009056822,0,0,20.9377458670831,73.9146340423487,0,0
"31.8",5.10485771888411,0,0,20.7719605078888,74.1231817732271,0,0
"31.9",5.06278533196737,0,0,20.6071382053012,74.3300764627314,0,0
"32",5.02138976422678,0,0,20.4432824764924,74.5353277592808,0,0
"32.1",4.98065813251634,0,0,20.2803965226053,74.7389453448783,0,0
"32.2",4.94057782974696,0,0,20.1184832382553,74.9409389319977,0,0
"32.3",4.90113651863747,0,0,19.9575452207974,75.1413182605651,0,0
"32.4",4.86232212560234,0,0,19.7975847793662,75.3400930950315,0,0
"32.5",4.82412283477413,0,0,19.6386039436908,75.537273221535,0,0
"32.6",4.78652708215807,0,0,19.4806044726919,75.7328684451501,0,0
"32.7",4.74952354991648,0,0,19.3235878628625,75.926888587221,0,0
"32.8",4.71310116078084,0,0,19.1675553564398,76.1193434827794,0,0
"32.9",4.67724907258895,0,0,19.0125079493702,76.3102429780408,0,0
"33",4.64195667294504,0,0,18.8584463990733,76.4995969279817,0,0
"33.1",4.60721357400033,0,0,18.7053712320084,76.6874151939912,0,0
"33.2",4.57300960735188,0,0,18.5532827510485,76.8737076415996,0,0
"33.3",4.53933481905727,0,0,18.4021810426653,77.0584841382774,0,0
"33.4",4.50617946476296,0,0,18.2520659839295,77.2417545513075,0,0
"33.5",4.47353400494396,0,0,18.1029372493311,77.4235287457249,0,0
